Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Per_hour,Salary,Min_salary,Max_salary,Average_salary,Job_State,Company_age,Python_yn,AI_yn,ML_yn,Statistic_yn,Simplified_title,Seniority,desc_len
Clinical Data Scientist,$120K - $145K (Employer est.),"At Nucleus Careers, we attract and nurture the mission critical talent needed to create breakthrough discoveries in the Life sciences industry. We understand the industry’s complexities and are experienced in recruiting and staffing in highly matrixed and regulated environments.
Powered by AI and machine learning technologies, our smart platform is a precise talent acquisition and optimization solution that maximizes match and improves retention. Its cutting- edge technology provides the talent recruitment solution required to quickly attract and build quality teams needed to advance groundbreaking developments in advanced therapeutics, biopharma, diagnostics, research tools, and adjacent technologies.
Difference-Making Role: Clinical Data Scientist",4.1,Nucleus,"Glen Allen, VA",1 to 50 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),0,120 - 145 ,120,145,132.5, VA,-1,0,1,0,0,data scientist,not_specified,759
Data Scientist/Economist/Researcher – Future Pricing Strategy,$120K - $145K (Employer est.),"Who we are
Our vision is to create technology that makes life better for everyone, everywhere — every person, every organization, and every community around the globe. This motivates us — inspires us — to do what we do. To make what we make. To invent, and to reinvent. To engineer experiences that amaze. We won’t stop pushing ahead, because you won’t stop pushing ahead. You’re reinventing how you work. How you play. How you live. With our technology, you’ll reinvent your world
What we offer
Exciting experience with data science’s and analytics’ hottest topics: HP’s Analytics team is covering a wide range of exciting, fast-growing and business critical areas such as: Big data SKU level pricing (in a space of millions of transactions), SEM/Display optimization in the world’s leading channels platforms (e.g. Google, Amazon, JD…) and predictive analytics in the area of sales management (which accounts to target, with what offer …)",4.2,HP,"San Diego, CA",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,120 - 145 ,120,145,132.5, CA,82,0,0,0,0,data scientist,not_specified,940
Data Scientist - LATAM Telecom - Spanish or Portuguese,$120K - $145K (Employer est.),"Job Title: Data Scientist - LATAM Telecom
Location: Remote
Duration: 1 year

Responsibilities:
Work closely with Mobile Operator and Telecom Infrastructure partners throughout Latin America to understand their business needs and challenges, and deliver value to them through insights
Apply your knowledge in quantitative business and/or network performance analysis & data mining to see beyond the numbers to bring our partners actionable insights and recommendations to use for their business and network infrastructure strategies
Use network performance, coverage and other data layers to conduct gap analysis and ultimately recommend network optimization strategies and infrastructure expansion





IND123",4.4,Ursus,"Miami, FL",1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,120 - 145 ,120,145,132.5, FL,6,0,0,0,0,data scientist,not_specified,709
"Data Scientist - Python, R, Hadoop",$120K - $145K (Employer est.),"Job Title:
Location: Menlo Park, CA
Duration: 1 Year

Summary:
The main function of the Data Scientist is to produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets.

Job Responsibilities:
Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement.


"" Master of Science degree in computer science or in a relevant field.


IND123",4.4,Ursus,"Menlo Park, CA",1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,120 - 145 ,120,145,132.5, CA,6,0,1,0,1,data scientist,not_specified,596
Data Scientist,$120K - $145K (Employer est.),"Are you passionate about creating an exceptional client experience?
Discover your opportunity with Union Bank®, a division of the Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world. At Union Bank, we have our clients’ best interest in mind and draw on more than 160 years of experience to understand their distinct needs to tailor our solutions. We’re part of 180,000 colleagues around the globe striving to be the world’s most trusted financial group, knowing that trust starts with a culture of putting people first and empowering you to achieve your potential. Join Union Bank, where being inspired is expected and creating results is rewarded.
Job Summary:
The Data Scientist will be conducting statistical, diagnostic, and predictive analytics in partnership with our marketing, digital and product teams to turn data into critical information and knowledge that can be used to make business decisions. This individual must function in a fast-paced environment, be adaptable to the changing processes and technology related to the business intelligence and analytical space.",3.3,Union Bank,"Irvine, CA",5001 to 10000 Employees,1864,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),0,120 - 145 ,120,145,132.5, CA,157,0,1,0,1,data scientist,not_specified,1112
Data Science Intern,$120K - $145K (Employer est.),"Do you want to stretch your boundaries and accelerate your career? C.H. Robinson – one of the world’s largest third party logistics providers - is looking for motivated people who are excited to dig in, be challenged and have a direct impact on our global technology! We are hiring a Data Scientist intern.
From day one of your internship you will have hands on, meaningful responsibilities that will challenge and reward you. You will work on innovative projects to transform data into actionable insights that drive toward our vision of a single global technology platform that supports efficient and effective delivery of high value features our business users need. C.H. Robinson is an industry leader in logistics technology and you can be a part of our cutting-edge solutions.
Responsibilities:
Hourly: $20 - $30",3.5,C.H Robinson,"Bunker Hill Towers, CA",10000+ Employees,1905,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD),0,120 - 145 ,120,145,132.5, CA,116,0,0,0,0,not_specified,not_specified,818
Space ML/AI Pipeline Architect and Data Scientist,$120K - $145K (Employer est.),"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

The Space ML/AI Pipeline Architect and Data Scientist shall be responsible for assisting the Enterprise Software System Architect / Team Lead by designing the ML/AI and data analysis pipeline, leading the ML/AI team, and deploying and configuring the ML/AI portion of the web component of the ISSA enterprise software.




Colorado Salary Minimum: $114,212.80 Colorado Salary Maximum:$244,150.40 The estimate displayed represents the typical salary range for this position, and is just one component of Perspecta's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Perspecta provides a variety of benefits to employees.",3.6,Perspecta,"Colorado Springs, CO",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,120 - 145 ,120,145,132.5, CO,3,0,1,1,0,data scientist,not_specified,1051
Biomedical Data Scientist,$120K - $145K (Employer est.),"The Life Sciences Operation of the Health Group of Leidos is seeking a Biomedical Data Scientist who will provide technical support to the Congressionally Directed Medical Research Programs (CDMRP). The CDMRP supports research projects within a broad range of medical research fields and military health. The Biomedical Data Scientist will work across several medical and/or military research programs in support of various clients at the CDMRP. This is NOT a laboratory research position. This position requires a U.S. citizen in order to obtain a U.S. Department of Defense security clearance. This position is located in Frederick, Maryland. Some local travel is required.
Responsibilities:
Perform extensive quality control procedures on client data
Eligible
Yes, 50%
Public Trust
Yes, 10% of the time
40
Day
Professional
Life Scientist",3.8,Leidos,"Frederick, MD",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,120 - 145 ,120,145,132.5, MD,52,0,1,0,0,data scientist,not_specified,840
Data Scientist,$120K - $145K (Employer est.),"CyberData Technologies is looking to hire Data Scientist to support our client in Woodlawn, MD.
Job details:
Responsible for identifying and mining data elements within the existing client data systems for use in detecting and preventing fraud.
Responsible for coding to pull and clean the data in R, SQL, SAS, or another open source software.
Performs detailed project tracking, including the database, object, and variables explored, outcome, and potential use.
Key responsibilities:",2.4,CyberData Technologies,"Baltimore, MD",51 to 200 Employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,120 - 145 ,120,145,132.5, MD,21,0,1,0,0,data scientist,not_specified,485
Data Analyst/Data Scientist Engineer (Portland / Remote) — Cascade Data Labs,$120K - $145K (Employer est.),"Cascade Data Labs, a subsidiary of Kin + Carta, is a data science services agency with end-to-end experience helping Fortune 500 companies form and execute their analytics strategy and infrastructure. We believe strongly that the difference between analytics success and failure comes down to practitioner-level understanding of the ""details"" presented across a variety of disciplines; data collection, organization, and processing in a rapidly evolving technological landscape, analytical inference on multi-dimensional data sets, and the communication of findings to business stakeholders in visually compelling ways.
Ideal candidates will have strong quantitative backgrounds and analytical discipline. While they will have some demonstrated ability to write code, they will not have learned programming languages for the sake of building their resume, but rather as a means to express their intellectual curiosity and analytical voice. Cascade Data Labs will provide a platform and training to help them reach their full potential.",4.0,Kin + Carta,"East Portland, OR",1001 to 5000 Employees,-1,Company - Public,Consulting,Business Services,$100 to $500 million (USD),0,120 - 145 ,120,145,132.5, OR,-1,0,1,0,0,data scientist,not_specified,1035
"Data Scientist, LTV",$120K - $145K (Employer est.),"WarnerMedia is a leading media and entertainment company that creates and distributes premium and popular content from a diverse array of talented storytellers and journalists to global audiences through its consumer brands including: HBO, HBO Max, Warner Bros., TNT, TBS, truTV, CNN, DC Entertainment, New Line, Cartoon Network, Adult Swim, Turner Classic Movies and others.

The Job

As a Data Scientist, you will be responsible for leveraging data analytics, visualization, and data science to help drive growth and improve retention for our new streaming service HBO Max, with a specific focus on predictive analytics and forecasting.

You will build data science models, perform advanced analytics and data mining to help the business understand HBO Max consumer behavior, retention dynamics, predict customer lifetime value, execute audience segmentation and facilitate forecasting initiatives.







Warner Media, LLC and its subsidiaries are equal opportunity employers. Qualified candidates will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.",3.9,WarnerMedia,"Bunker Hill Towers, CA",10000+ Employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),0,120 - 145 ,120,145,132.5, CA,18,0,1,0,0,data scientist,not_specified,1338
Data Scientist,$120K - $145K (Employer est.),"Overview:
Axle Informatics is a scientific research and information technology company that offers innovative computer services, informatics, and bioresearch solutions to research centers and healthcare organizations around the globe. With expertise in software engineering, bioinformatics, molecular research, and program management, we focus on developing and applying technological tools and scientific techniques to empower the world of research. We work with some of the top research organizations and facilities in the country including multiple institutes at the National Institutes of Health (NIH).

We are looking for a Data Scientist to support projects at the NIH. The position will be based in Rockville, Maryland. We are looking for a skilled and motivated researcher/developer with expertise in image processing, algorithm development, and/or deep learning. The successful applicant will be involved with developing computational analysis of images and other data acquired in collaboration with scientists, biologists, and/or clinicians across the NIH.







Qualifications:",3.7,Axle Informatics,"Rockville, MD",1 to 50 Employees,2004,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),0,120 - 145 ,120,145,132.5, MD,17,0,0,0,0,data scientist,not_specified,1089
Data Scientist,$120K - $145K (Employer est.),"Department

BSD MED - Section Administrator: Pulmonary

About the Department

Dr. William Parker’s Scarce Healthcare Resource Allocation Laboratory (SHRAL) in the Section of Pulmonary & Critical Care Medicine.

Job Summary

The Data Scientist will work under the Direction of Dr. Parker, whose research focuses on using empirical methodology to study scarce healthcare resource allocation systems, such as deceased donor organ allocation for transplantation.
The position will focus on the development and execution of complex data analyses and modeling projects. Most of the work will be done using existing national registry databases, so there will be comparatively less data cleaning and management than in a typical data scientist role. In collaboration with Dr. Parker, they will participate as a skilled individual contributor and/or lead researcher, contributing their expertise to each project’s development.
The first specific role they will be tasked with is working with Dr. Parker to develop a deep learning prediction model for heart transplantation, as part of his National Institutes of Health (NIH) grant to create a novel heart allocation score. Future projects include simulating intensive care unit care rationing with electronic health record data.




Minimum requirements include a college or university degree in related field.

Minimum requirements include knowledge and skills developed through 2-5 years of work experience in a related job discipline.







Research



Individual Contributor



Exempt



Monthly



40



Yes



No



No



No",4.2,The University of Chicago,"Chicago, IL",10000+ Employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),0,120 - 145 ,120,145,132.5, IL,131,0,0,0,0,data scientist,not_specified,1572
Data Scientist,$120K - $145K (Employer est.),"Data Scientist
WHO WE ARE
Presage Security, Inc. is a venture backed small business that specializes in cutting edge video analytics to deliver novel capabilities to solve unique problems in the national security, fraud detection, and health markets. Presage Security was founded in the summer of 2020 with a controlling interest in the company purchased by Tracker Capital in January 2021.
We are a close knit collaborative team striving to create positive social value. We create new and exciting technologies pushing us to move quickly and purposefully to address the unique problems of our customers. We aspire to build a culture of inclusivity and diverse perspectives to achieve our goals.",5.0,Presage Security,"Reston, VA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),0,120 - 145 ,120,145,132.5, VA,-1,0,0,0,0,data scientist,not_specified,695
Data Scientist,$120K - $145K (Employer est.),"About Us
Evozyne is a new, energetic and innovative company that creates synthetic proteins that have the potential to improve the world. With a recently completed 30,000 square-foot office and lab space in Chicago’s Lincoln Park neighborhood, we are embracing revolutionary science and artificial intelligence to find answers to critical global challenges like increasing crop yields, curing diseases, making tomorrow’s materials and cleaning our environment. Evozyne, a portfolio company of life science innovator Paragon Biosciences, is strongly positioned to make meaningful, positive impact locally and globally for years to come. Learn more about who we are, visit www.evozyne.com.
Job Summary:",-1.0,"Evozyne, LLC","Chicago, IL",-1,-1,-1,-1,-1,-1,0,120 - 145 ,120,145,132.5, IL,-1,0,0,0,0,data scientist,not_specified,700
Senior Data Scientist (Americas - Remote),$120K - $145K (Employer est.),"Company Description

Shopify is now permanently remote and working towards a future that is digital by default. Learn more about what this can mean for you.
At Shopify, we build products that help entrepreneurs around the world start and grow their business. We’re the world’s fastest growing commerce platform with over 1 million merchants in more than 175 different countries, with solutions from point-of-sale and online commerce to financial, shipping logistics and marketing.

Job Description

Data is a crucial part of Shopify’s mission to make commerce better for everyone. We organize and interpret petabytes of data to provide solutions for our merchants and stakeholders across the organization. From pipelines and schema design to machine learning products and decision support, data science at Shopify is a diverse role with many opportunities to positively impact our success.",4.3,Shopify,"New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),0,120 - 145 ,120,145,132.5, NY,15,0,0,0,0,data scientist,senior,889
Data Scientist,$120K - $145K (Employer est.),"When you join Verizon
Verizon is a leading provider of technology, communications, information and entertainment products, transforming the way we connect across the globe. We’re a diverse network of people driven by our ambition and united in our shared purpose to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward – and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
Be a part of the team that identifies opportunities for using data analysis to enhance the Verizon Internal Audit team’s role.",4.0,Verizon,"Lake Mary, FL",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),0,120 - 145 ,120,145,132.5, FL,21,0,1,0,0,data scientist,not_specified,647
Data Scientist,$120K - $145K (Employer est.),"Hi
My name is Barry Stone and I am a Staffing Specialist at VedaInfo Inc. I am reaching out to you on an exciting job opportunity with one of our clients.
Job Title - Data Scientist
Location – Long Island City, New York
Duration - Full Time plus benefits
Relevant Experience : 8+ Years
Job Description:",4.1,vedainfo,"Long Island City, NY",201 to 500 Employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),0,120 - 145 ,120,145,132.5, NY,-1,0,1,0,0,data scientist,not_specified,302
Data Scientist/Application Development,$77 - $87 Per Hour(Employer est.),"General Info:
The primary responsibility of the role is business analysis, application design, development, integration and delivery and application maintenance and support functions. The role participates in defining functional designs and application systems architecture across all technologies and platforms, for highly complex projects with large scopes.
Job Description:
Documents development requirements for database, applications, and operation system environment.
Consults with end users to test and debug applications to meet client needs.",5.0,Elevate Digital,Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),1,77 - 87 ,154,174,82.0,Remote,-1,0,1,0,0,data scientist,not_specified,550
Data Scientist,$77 - $87 Per Hour(Employer est.),"We are a Real Estate Company located in Doral, FL, with over a billion in transactions and we are looking for a Data Scientist who can focus on the below job description
DUTIES & RESPONSIBILITIES:
*
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state of-the-art techniques
Extending company's data with third party sources of information
Enhancing data collection procedures to include information pertinent for building analytic systems",-1.0,Confidential,"Doral, FL",-1,-1,-1,-1,-1,-1,1,77 - 87 ,154,174,82.0, FL,-1,0,0,0,0,data scientist,not_specified,499
Data Scientist (Predictive Modeler),$77 - $87 Per Hour(Employer est.),"YOUR LIFE'S MISSION: POSSIBLE

You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.",4.1,Navy Federal Credit Union,"Vienna, VA",10000+ Employees,1933,Self-employed,Banks & Credit Unions,Finance,Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0, VA,88,0,0,0,0,data scientist,not_specified,522
Data Scientist,$77 - $87 Per Hour(Employer est.),"Data Scientist
Come join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards! Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Data Scientist to support our Data Science team.
The Data Scientist will be responsible for developing quantitative/analytic models and applications in support of the firm's risk underwriting and marketing effort. This role focuses on the development of models, strategies, and operational guidelines for the organization's various credit card products as they relate to the analysis, tracking, and reporting of various risk metrics. This role requires advanced degree in statistics/probability, physics, applied mathematics or another heavy quantitative discipline. Our Quantitative Analytic staff is focused on and responsible for the development of the theory and mathematics behind various models. This position reports to Chief Data Scientist.",4.2,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Company - Private,Lending,Finance,Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0, DE,16,0,0,0,1,data scientist,not_specified,1027
Data Scientist,$77 - $87 Per Hour(Employer est.),"Has it ever occurred to you that as the Internet shifts virtually every business model online, one key element of human behavior is lost - reading body language.
At ForMotiv, we solve this problem using a combination of AI, ML, and predictive behavioral analytics to analyze behavioral cues collected while users engage with web applications. Using this proprietary dataset we’re able to classify and predict end-user intent. ForMotiv is helping leading financial service companies to improve online experiences as well as reduce risk and fraud. ForMotiv is a real-time behavioral intelligence tool that helps companies fill in the missing link when it comes to their customer data - their digital body language.
Job Description
A rare opportunity to get in at the ground floor of a rapidly growing startup. We are looking for a Data Scientist to help make sense of the billions of data points ForMotiv collects on behalf of its clients. Your focus will be on doing statistical analysis and building prediction systems that are directly integrated with our product and clients. You will work directly with the management team to drive new customer revenue, expand offerings to existing clients, and play an integral role in building ForMotiv’s data science team.",-1.0,ForMotiv,Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),1,77 - 87 ,154,174,82.0,Remote,-1,0,1,1,1,data scientist,not_specified,1262
Data Scientist,$77 - $87 Per Hour(Employer est.),"Manager of Data & Company Performance
Do you love social media, pop culture and disruptive consumer companies? Are you ready for a career that requires you to be at the cutting edge of digital innovation? LMS is an influencer & social media marketing agency that was founded by industry experts featured multiple times in Forbes Magazine. Our goal is to bridge the gap between people and companies, so that we can build exceptional brands.
We are looking to add to our team with exceptional individuals who connect with our guiding principles. If these core values give you goosebumps, then this opportunity might be right for you!
The LMS core values are:",3.6,LMS,"Greensboro, NC",1 to 50 Employees,1995,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),1,77 - 87 ,154,174,82.0, NC,26,0,0,0,0,data scientist,not_specified,656
Data Scientist,$77 - $87 Per Hour(Employer est.),"Not eligible for Corp to Corp. Full Time, Salary or W2 only.
About Us:
Metas Solutions is a professional services firm headquartered in Atlanta, GA. We were founded on the principle that our clients deserve impactful, yet simple solutions. We leverage our Big Six consulting pedigree and practical experience to solve the fundamental problems that impede government as well as commercial enterprises.
We specialize as technical consultants in IT Development, Project and Portfolio Management, Strategic and Functional Public Health, and Agile Solution Delivery.
Job Description:",5.0,Metas Solutions,"Durham, NC",1 to 50 Employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0, NC,-1,0,0,0,0,data scientist,not_specified,578
Data Scientist,$77 - $87 Per Hour(Employer est.),"Company Introduction
Alto Neuroscience is a private company headquartered in the San Francisco Bay Area. Alto is developing a new generation of neural biomarker-based diagnostic tests and personalized treatments for use in mental health, based on a platform built from data aggregated at scale and cutting-edge artificial intelligence analysis tools. The team combines world-leading neuroscientists and business executives with experience commercializing products for the brain.

Job Description
We are looking for a motivated Data scientist who is passionate about mental health. This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and transform mental health via intelligent use of Artificial intelligence techniques. This position will oversee and perform analysis of large-scale multi-dimensional, multi-variate healthcare data. Specifically, this work will include the design and analysis of data to generate actionable patient insights that will aid in personalized treatment for mental health disorders.",-1.0,"Alto Neuroscience, Inc.","Los Altos, CA",1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),1,77 - 87 ,154,174,82.0, CA,-1,0,1,0,0,data scientist,not_specified,1114
Data Scientist,$77 - $87 Per Hour(Employer est.),"Our Mission
We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.

Backed by impressive funding, we're poised to re-engineer a trillion-dollar category. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution. We're out to change behavior and promote mindful living.

Job Requirements
You must have all the skills and experiences associated with one of the options below. These options change over time and reflect the current needs of the team.",4.7,Blue Owl,"San Francisco, CA",51 to 200 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0, CA,5,0,0,0,0,data scientist,not_specified,824
Data Scientist - Entry Level,$77 - $87 Per Hour(Employer est.),"As a Data Scientist you will be working on consulting side of our business. You will be responsible for analyzing large, complex datasets and identify meaningful patterns that lead to actionable recommendations. You will be performing thorough testing and validation of models, and support various aspects of the business with data analytics.
Ability to do statistical modeling, build predictive models and leverage machine learning algorithms.
This position will combine the typical Data Scientist math and analytical skills, with research, advanced business, communication, and presentation skills.
Primary job location is in Sacramento, but work-from-home option is available.",-1.0,Numerdox,"Sacramento, CA",-1,-1,-1,-1,-1,-1,1,77 - 87 ,154,174,82.0, CA,-1,0,1,0,1,data scientist,not_specified,679
Senior Data Scientist (Remote-friendly),$77 - $87 Per Hour(Employer est.),"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.
We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.
What You’ll Like About Us:
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.",4.3,Noom Inc.,Remote,1001 to 5000 Employees,2008,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0,Remote,13,0,0,0,0,data scientist,senior,702
"Data Scientist, Medical Diagnostics",$77 - $87 Per Hour(Employer est.),"The Company
The world is facing a medical crisis, bacteria are increasingly evolving resistance to even our strongest antibiotics. The problem is already very real and immediate; for example, bloodstream infection leading to sepsis is now responsible for more than half of all deaths in hospitals and is the most expensive condition treated in hospitals. Sepsis mortality rate increases >6% every hour without effective antibiotic treatment. Yet, despite the life and death urgency, and healthcare cost impacts, current methodologies require 3 days to determine the correct antibiotic.
Specific Diagnostics has developed a breakthrough solution to rapidly determine the effective antibiotic treatment for bloodstream and other acute infections. Used for bloodstream infection Specific’s solution provides results 2 days sooner than existing methods, saving patients suffering from drug-resistant infection.",3.5,Specific Diagnostics,"Mountain View, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),1,77 - 87 ,154,174,82.0, CA,-1,0,0,0,0,data scientist,not_specified,906
Data Scientist,$77 - $87 Per Hour(Employer est.),"Who We Are
Insurity is a leading property and casualty insurance software and data analytics providers, working with some of the world’s largest insurers, brokers, and MGAs, including 15 of the top 25 P&C carriers in the US. With 900+ team members globally, 6 office locations, and 300+ customers, we have a deep understanding of the insurance business, unparalleled technology expertise, and a singular focus of delivering a simplified insurance experience to our customers.
Could you be Insurity’s next Data Scientist ?
We are seeking a talented and creative Data Scientist to join our growing team. You will work with our experienced Data Science team creating underwriting and claims product solutions powered by our proprietary data consortiums and strategically selected external data sources. Your work will deliver actionable insights which will lead to significant and measurable results for our customers. Additionally, you will partner with our sales and marketing teams in customer-facing activities, delivering these actionable solutions and supporting their full implementation.",2.7,Insurity,Remote,501 to 1000 Employees,1971,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),1,77 - 87 ,154,174,82.0,Remote,50,0,1,0,0,data scientist,not_specified,1092
"Data Scientist, Climate Change Solutions",$77 - $87 Per Hour(Employer est.),"The Data Scientist will work as a key member of ELPC’s clean energy, clean air and clean water multidisciplinary project teams providing data analysis and visualization for our climate change solutions and other environmental and public interest work. Projects may include geospatial analysis of air pollution trends and flood risks throughout the Midwest, generating and analyzing data on agricultural impacts on water quality, and working with ELPC’s communications specialists in preparing maps for public release and consumption. Other work may include assisting project teams engaging in important governmental decision-making processes. - See more at: https://elpc.org/wp-content/uploads/2020/10/ELPC-Data-Scientist-Job-Posting.pdf
Job Type: Full-time
Pay: $75,000.00 - $80,000.00 per year",4.4,Environmental Law & Policy Center,"Chicago, IL",1 to 50 Employees,1969,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),1,77 - 87 ,154,174,82.0, IL,52,0,1,0,0,data scientist,not_specified,795
Artificial Intelligence/Machine Learning Data Scientist,$77 - $87 Per Hour(Employer est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.
Suitability - FAA",3.7,Mitre Corporation,United States,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),1,77 - 87 ,154,174,82.0,United States,63,0,0,0,0,data scientist,not_specified,1052
Data Scientist,$77 - $87 Per Hour(Employer est.),"At Trane Technologies® we Challenge Possible. Our brands – including Trane® and Thermo King® - create access to cooling and comfort in buildings and homes, transport and protect food and perishables, connect customers to elevated performance with less environmental impact, dramatically reduce energy demands and carbon emissions, and innovate with a better world in mind. We boldly challenge what’s possible for a sustainable world.

Be a part of our mission! Do you want to directly contribute to an organization committed to reduce its customer carbon footprint by 1 Gigaton of Carbon Dioxide by 2030? As a world leader in creating comfortable, sustainable and efficient environments, it’s our responsibility to put the planet first. For us at Trane Technologies, sustainability is not just how we do business—it is our business. Sustainability is at the center of our strategy and influences how we make every decision.",4.0,Trane Technologies,"Davidson, NC",10000+ Employees,2020,Company - Public,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0, NC,1,0,1,0,0,data scientist,not_specified,923
Medical Data Analyst,$77 - $87 Per Hour(Employer est.),"ReleasePoint is one of the premier providers of medical information in the US. The medical information we collect provides important data that drives the business processes of life, health, disability, research and legal organizations throughout the country.
The Medical Data Analyst will join a team that develops our in-house data analytic application platform, ensuring that the product meets the evolving needs of the enterprise and our clients through continual innovation, evaluation and production deployment. The position requires a strong medical data analysis aptitude and technology experience in order to determine necessary adjustments and changes to implement.
Essential Functions",4.0,ReleasePoint,"Claremont, CA",51 to 200 Employees,1971,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0, CA,50,0,0,0,0,analyst,not_specified,694
