Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Sr Scientist, Upstream",$76K - $127K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
"Clinical Laboratory Scientist, Full Time, Evening Shift",$76K - $127K (Glassdoor est.),"Clinical Laboratory Scientist, Full Time, Evening Shift
Adventist Health is more than an award-winning health system. We provide whole-person care to our communities and champion the greater good - from the operating room to the boardroom, we are driven by our unique passion to live God's love through health, wholeness and hope. From Oregon to Oahu, we have a calling to always do more. Now is your chance to apply your passion to our mission.
We're looking for someone to join our team as a Clinical Laboratory Scientist who:
Prioritizes and performs a wide variety of clinical laboratory tests on various biological specimens. Reviews, evaluates, documents and reports results. Preserves confidentiality of patients and follows lab safety and maintenance protocols. Trains and supervises trainees, laboratory assistants and clerks as needed.",3.6,Adventist Health,"Lodi, CA",10000+ Employees,1973,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
"Scientist/Sr Scientist, Immunology/Cancer Immunotherapy/Pre-clinical",$76K - $127K (Glassdoor est.),"AskGene Pharma, Inc. (“AskGene”) is a biotechnology company specializing in the development of superior biotherapeutics including monoclonal antibodies, bispecific molecules and fusion proteins for validated targets in immuno-oncology. We have a well-equipped R&D facility in southern California and a manufacturing pilot plant in Nanjing, China that will help us accelerate our biologics to IND stage and beyond. We are seeking an outstanding and highly motivated scientist or senior scientist to join our dynamic and fast-paced research team. The ideal candidate will be technical competent bench scientist with relevant experience in human cellular biology, advanced flow cytometry and T cell immunology and extensive experience in cell-based immune assays is required. This role requires a result-driven attitude and eagerness for contribution to organization’s goals. The successful candidate is expected to play key roles in supporting preclinical research programs and related translational science to evaluate cancer immune therapeutics, advance therapeutic candidates from early discovery to IND-enabling studies.",-1,ASKGENE PHARMA INC.,"Camarillo, CA",-1,-1,-1,-1,-1,-1
Data Engineer,$76K - $127K (Glassdoor est.),"The Data Engineer will work with apart of the Global Analytics Team within Global Professional Services. This role will work with a variety of Lexmark teams including Service Operations, Engineering, R&D, and IT. This role will work directly with Lexmark’s customers as needed to develop new capabilities for Lexmark’s IoT initiative. Dive into technical project work to help Predictive Service Management increase customer up time and reduce Lexmark costs. Leverage and create cutting-edge predictive models and supporting technologies to build better services and support for Lexmark print and IoT devices.
Responsibilities:
Work with cross-functional resources including IT, Hardware/Firmware/Software Development Engineering, and Service Operations teams within Lexmark",3.9,"Lexmark International, Inc.","Lexington-Fayette, KY",10000+ Employees,1991,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Data Scientist - ETL Pipelining,$76K - $127K (Glassdoor est.),"At Bloomberg, our products are fueled by powerful information. We combine data and context to paint the whole picture for our clients, around the clock - from around the world. In Global Data, we""re responsible for delivering this data, news and analytics through innovative technology - quickly and accurately.

Our Global Data team drives the algorithms and analytics at the core of what we do. Working across industries and asset classes, we draw on expertise from all backgrounds to identify the most impactful insights for our clients. We build on our knowledge of data trends to determine how customer needs might change over time, and code the foundation to support those changes.

Whether it""s providing datasets to track market-moving economic events, or quantifying extreme weather effects on companies, we write the programs, analyze patterns, and make recommendations to grow business success across the firm. The entire organization utilizes Global Data to forecast, set, and achieve their own goals. Our work leads directly to client satisfaction, which contributes to Bloomberg""s profitability and ability to keep innovating.

We""re looking to hire qualified professionals into either our Economics Data Team or our Geospatial Data Team. Both of these teams sit under our Global Data umbrella, and work to synthesize meaningful solutions for our clients. These teams are looking for professionally experienced individuals to join their ranks and add on to the great wealth of knowledge we have in-house.







Apply if you think we're a good match. We'll get in touch to let you know what the next steps are.

Bloomberg is committed to diversity. It drives our innovation. At Bloomberg, you'll have the opportunity to go above and beyond and to take risks. You'll be a part of an organization that is entering new markets, launching new ventures, and pushing boundaries. Our ever-expanding array of technology, data, news, and media services champions innovation and empowers clients - and offers nearly limitless opportunities for career growth.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We bring out the best in each other.",4.1,Bloomberg,"Princeton, NJ",10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Analytical Scientist,$76K - $127K (Glassdoor est.),"Position Overview:
Catalent hires people with a passion to make a difference to the health of millions of people globally. Your expertise, coupled with Catalent’s advanced technologies and collaboration with thousands of innovative pharmaceutical, biotech and healthcare companies, will help bring life-enhancing products to the people you know and love. Your talents , ideas and passion are essential to our mission; to develop, manufacture and supply products that help people live better, healthier lives. Interested in learning more about life at Catalent? Start here
Analytical Scientist
The Analytical Scientist reports to the Associate Director",3.5,Catalent Pharma Solutions,"Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Science Specialist,$76K - $127K (Glassdoor est.),"Eaton Corporation is currently seeking a Data Science Specialist to join our team. This position can be based at our Moon Township PA, Menomonee Falls WI, Southfield MI, Cleveland OH or Raleigh NC facility. Relocation assistance will be provided if needed.

The Data Science Specialist will be directly involved in the application of statistics, machine learning, and analytic approaches to answer challenging business questions. This work will help businesses across the enterprise solve critical business problems, uncover new business opportunities, and turn their large volumes of data into valuable, actionable insights.

Making what matters work at Eaton takes the passion of every employee around the world. We create an environment where creativity, invention and discovery become reality, each and every day. It’s where bold, bright professionals like you can reach your full potential—and where you can help us reach ours.",3.9,Eaton,"Menomonee Falls, WI",10000+ Employees,1911,Unknown,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
"Single B-Cell Antibody Discovery, Beacon Scientist",$76K - $127K (Glassdoor est.),"Abveris is Boston's premier antibody discovery company providing contract research services to the biopharma industry. Abveris applies advanced immunization methods combined with B cell screening and hybridoma-based antibody discovery technologies to provide comprehensive gene-to-antibody discovery services. Abveris is developing the next generation of biologics, cell therapies, vaccines, and diagnostics in partnership with global leaders in biopharma.
Abveris is a private, employee-owned company that prides itself in integrity, teamwork, drive, innovation and our partner’s successes in biologics development. We provide our hard-working team with unlimited vacation days, a matching retirement plan and free lunch every day.
We are seeking an experienced and motivated individual to join our team and expand our high resolution single B-cell screening platform using the Berkeley Lights Beacon. Using state-of-the-art technology coupled with intelligent project and assay design, the candidate would accelerate our antibody discovery process and guide selection of ideal single B cells. Highly qualified candidates will be able to combine exemplary benchwork with the ability to analyze complex data sets and translate them into actionable, intelligible data reports.",-1,Abveris Antibody,"Canton, MA",-1,-1,-1,-1,-1,-1
"ADME Scientist, Assay Development",$76K - $127K (Glassdoor est.),"9 Billion! The amount Novartis invests in Research & Development. The Novartis Institutes for BioMedical Research (NIBR) is the innovation engine of Novartis. We collaborate across scientific and organizational boundaries, with a focus on powerful new technologies that have the potential to help produce therapeutic breakthroughs for patients. the lives of millions.

As an ADME Scientist, Assay Development with NIBR's PK Sciences organization you will facilitate the ADME optimisation of next generation of new modality therapeutics. Growing the area of new modality therapeutics is part of the longer-term strategic plan and investment of Novartis, this is an opportunity to help bring new and innovative products to those in need.

The discovery absorption, distribution, metabolism, and excretion (ADME) group within the Pharmacokinetic Sciences (PKS) Department at the Novartis Institutes for Biomedical Research (NIBR) is seeking a highly qualified multi-disciplinary team-oriented Scientist having cell biology experience with emphasis on in vitro ADME assays. In this role you will provide support for a diverse portfolio that includes small molecules, antibody-drug conjugates, targeted bi-functional degraders, and other molecules in the beyond rule-of-5 property space.

You will also be responsible for the troubleshooting and development of new ADME cell-based assays and/or running existing in vitro ADME assays to support pre-clinical project teams. You should have the ability to conduct cell culture experiments, and experience investigating the fate of molecules in the beyond rule-of-5 property space is highly desirable. A good understanding of laboratory equipment, automation, and associated software is desirable. You must be able to demonstrate strong experimental and problem-solving skills, excellent collaboration and communication skills (both written and oral), and an eagerness to learn. Demonstration of meeting timelines and excellent time management is favored. The ability to work in a team-based drug discovery/development environment is essential.





Why consider Novartis?

769 Million. That’s how many lives our products touched in 2020. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!

Commitment to Diversity & Inclusion:
Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration, and empowers our people to unleash their full potential.

The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, marital or veteran status, disability, or any other legally protected status. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential.",4.2,Novartis,"Cambridge, MA",10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Senior Data Scientist,$76K - $127K (Glassdoor est.),"Job Posting End Date: April 20
Unum is a company of people serving people. As one of the world's leading employee benefits providers and a Fortune 500 company, Unum's financial protection benefits help protect more than 36 million working people and their families from the financial impact of illness or injury. Unum's three distinct, but similarly focused US businesses – Unum US, Colonial Life, and Starmount Life – are each a market leader in making disability, life, accident, critical illness, dental, and vision insurance accessible in the workplace.
Headquartered in Chattanooga, Tennessee, Unum also has significant US operations in Portland, Maine, - and over 35 field offices nationwide. Colonial Life is headquartered in Columbia, South Carolina with over 40 field offices nationwide. Starmount Life is based in Baton Rouge, Louisiana, and is the dental and vision center of excellence for Unum in the US.
General Summary
This position for an experienced data scientist who is excited to transform data into actionable insights and solutions, and drive the business forward. The role requires significant technical expertise including programming, statistical proficiency and advanced data manipulation skills. This individual will continuously increase business knowledge with a consultant mindset approach and focus on identifying opportunities to improve our business outcomes. This individual will take initiative in designing and implementing data science solutions for supporting business priorities. Considerable reliance will be placed on the individual’s judgment and ability to interact with business partners with a high degree of professionalism. This person will work directly with Actuaries in the areas of pricing, reserving and risk.

Unum",3.8,Unum,"Portland, ME",5001 to 10000 Employees,1848,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist - Defense & Intelligence,$76K - $127K (Glassdoor est.),"Work Location is Fort Meade, MD
Elder Research Inc. is a recognized leader in predictive analytics and data mining. We pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. We are looking for innovative and inquisitive self-starters who enjoy translating complex models into actionable solutions that deliver real value for our clients. We have multiple openings in the Baltimore-Washington Metropolitan area for cleared analytics and data science professionals at varying skill levels to support our Defense & Intelligence business
As a Data Scientist, you will work directly with clients, managers and technical staff to understand business needs, develop technical plans, and deliver data-driven analytical solutions that solve client problems. You will primarily create and deploy predictive models from a wide variety of data sources and types using the latest mathematical and statistical methods.",4.2,Elder Research Inc,"Fort Meade, MD",51 to 200 Employees,1995,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
Data Scientist,$76K - $127K (Glassdoor est.),"Overview


ProSphere is seeking a Data Scientist to provide services in development of new and enhancement of existing capabilities for information technology systems and applications for the Department of Veterans Affairs. The Data Scientist will lead efforts to expand the data science capabilities of customer’s analytics platform. The individual in this position will have a solid background in production-level machine learning systems with broad exposure to a wide variety of algorithmic techniques. Experience and demonstrable proof of impactful work in areas such as natural language processing, explainability driven deep learning and time-series forecasting is valuable. Our team particularly values experience in building inferential algorithms for high-stake decisions while dealing with noisy, diverse, distributed datasets. Being able to communicate complex concepts in simple language to diverse stakeholders with an unwavering commitment to empathy and customer obsession is highly desired. The candidate will work with the Senior Data Scientist to develop and automate algorithms that integrate with various parts of our customer’s organization, improve customer experience, and drive operational efficiency. The candidate will be able to translate data clearly and dynamically into a coherent and relevant story that will resonate with the customer’s data science initiatives and roadmap. Knowledge and practical work experience with the job functions listed below is highly desirable. This is a full-time remote position. Veterans are encouraged to apply.",3.2,Pro-Sphere Tek,"Washington, DC",201 to 500 Employees,2006,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Scientist Technical Specialist,$76K - $127K (Glassdoor est.),"Technology is constantly changing and our adversaries are digitally exceeding law enforcement’s ability to keep pace. Those charged with protecting the United States are not always able to access the evidence needed to prosecute crime and prevent terrorism. The Government has trusted in Peraton to provide the technical ability, tools, and resources to bring criminals to justice. In response to this challenge, these employees provide proven, industry leading cloud development experience for our enforcement customer. At Peraton you will help protect our national security by working with our countries law enforcement customer to solve their big data challenges. Peraton is looking for a talented Data Scientist, to analyzing production data which will lead to the program choosing right-fit technology solutions.
What you’ll do…
Work closely with entity resolution subject matter experts, program engineers and stakeholders to integrate complex data sources into operation and develop new analytics and algorithms",4.0,Peraton,"Chantilly, VA",5001 to 10000 Employees,2017,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
"Scientist, Cell Line Development",$76K - $127K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
Clinical Laboratory Scientist,$76K - $127K (Glassdoor est.),"Head of Product – Patient Insights
Octave combines deep data with profound empathy to supercharge our comprehensive approach to improving outcomes in neurodegenerative diseases, starting with MS. Our team of data scientists, biologists, clinicians and technologists are bringing their A-game to creating the next generation of clinical care solutions.
If you are at the point in your career where you have built product strategies and teams in the health space and think “I’ve got this” and if you are looking for the next big challenge that will allow you to take everything you know to a problem worth solving, Octave is the place for you.
Using human-tech services we partner with people with multiple sclerosis (PwMS) to understand and act upon the complexities and subtleties they deal with every day. Our platform of apps, sensors and wearables, cutting edge imaging technologies, and novel biomarkers provide the data for our nurses to partner with PwMS to empower them to live their lives with this disease just being one part, not the defining part.",-1,Octave Bioscience,"Menlo Park, CA",-1,-1,-1,-1,-1,-1
LEAD SCIENTIST,$76K - $127K (Glassdoor est.),"Job Summary
The Lead Scientist supports a departmental group of personnel ranging from QC Technicians to Scientists. Direct supervision of typically 2-3 analysts is part of the learning aspect of this position. This is assigned by QC Manager, when appropriate, and under manager’s guidance. This position is also designed to be a QT (Qualified trainer) to perform training to the department and is designed to have back-up supervisory responsibilities when the regular supervisor is on vacation or absent. Reports to QC Chemistry Manager

Duties are of routine nature following established standard operating procedures. Problem recognition ability is needed. Non-critical functions, and to a lesser degree some critical functions, utilize independent action and decision making with follow-up reporting to management.",3.6,Fresenius Kabi,"Wilson, NC",10000+ Employees,-1,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$5 to $10 billion (USD)
Scientist / Biologist - GMP QC,$76K - $127K (Glassdoor est.),"The Quality Control Analyst will play an integral role in the GMP Facility supporting the growing operations and customer base by performing bioassays. This position will deliver exceptional quality, with high attention to detail in day to day operations to ensure that client expectations are consistently met.
Responsibilities:
Execute multiple client bioassays concurrently involving mammalian cell culture, AAV transductions, qPCR, and cell banking in a GMP environment
Demonstrate scientific technical expertise in the execution of laboratory procedures
Accurately perform lab procedures according to and in compliance with GMP, CFR guidelines, and internal SOPs",3.4,Absorption Systems,"Exton, PA",51 to 200 Employees,1996,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Medical Lab Scientist (MLS),$76K - $127K (Glassdoor est.),"We Are Hiring:
Medical Lab Scientist- Ascension Sacred Heart Bay Medical- Panama City, FL

Shift: Full Time Evenings

$7500 sign on bonus available!
What You Will Do:
Perform routine diagnostic and analytic testing of laboratory specimens independently.

Perform, validate, interpret, document and report laboratory test results.
May collect and process specimens.
Perform instrument maintenance and troubleshooting.
What You Will Need:
Why Join Our Team:


Equal Employment Opportunity Employer:








E-Verify Statement:",3.5,Ascension,"Panama City, FL",10000+ Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Senior Data Scientist,$76K - $127K (Glassdoor est.),"Job Description:
At Fidelity’s Artificial Intelligence Center of Excellence (COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. We work closely with business stakeholders, collect requirements and deliver high value AI/ML solutions that drive customer and business value. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
The AI COE is seeking a Senior Data Scientist with experience in Virtual Assistants or chatbots, Natural Language Processing/text analytics, machine learning, various deep learning related technologies, predictive and prescriptive analytics.
The Expertise You Have",4.2,Fidelity Investments,"Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Health Care Data Scientist,$76K - $127K (Glassdoor est.),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.
Responsibilities:
$99,300.00 - $147,700.00",4.2,"Vizient, Inc.","Chicago, IL",1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
Data Scientist,$76K - $127K (Glassdoor est.),"Start a Rewarding Career with Alliant


What will your day look like?

The Data Scientist is responsible to lead the development, validation, documentation, and implementation of statistical and advanced machine learning models that are used for decisioning and product management throughout member lifecycle, including segmentation, optimization, and prescriptive analytics; work effectively with internal clients to understand the business needs, propose appropriate quantitative solutions, and develop data-driven recommendations to improve member experience and achieve business objectives; provide statistical and analytical inputs for the development and implementation of policies and business plans related to loan origination, portfolio management, loss forecasting and portfolio monitoring; proactively collaborate with cross-functional partners including Business Intelligence, Model Risk Management, and Information Technology (Database Engineers, Application Development and Information Security); and deliver effective presentations of analysis results and recommendations to multiple levels of leadership and business partners. The incumbent is a key contributor to the success of the Risk Analytics team.







You’ll be a great fit if in addition to an advanced degree (M.S./PhD) in Mathematics, Statistics, Quantitative Finance, Engineering, Computer Science, or other quantitative field required, and you have:




As a thank you for joining our team, you’ll benefit from:


We’re on the list of 100 Best Medium Companies to work for, check it out here. For more details you can also visit our Glassdoor and profiles.",3.5,Alliant Credit Union,"Rolling Meadows, IL",501 to 1000 Employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD)
Labor Analytics Manager,$76K - $127K (Glassdoor est.),"Job Description:
This position is ideal for a current Market Manager or Store Manager. Primary responsibility is to support and maintain the current task-based labor model. Additional responsibilities will include planning and execution of projects related to improvement of work methods, hours utilization and the generation of labor standards. Analyze, test, and evaluate proposed solutions or changes to determine their effect on the store labor demands. Participate in the testing and implementation of labor scheduling software.
Main Responsibilities:
Validate work standards and measurements through work sampling, time studies, and analysis",2.4,Circle K,"Columbus, IN",51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist,$76K - $127K (Glassdoor est.),"Business Group Highlights


Intelligence
The Intelligence group provides high-end systems engineering and integration products and services, data analytics and software development to national and military intelligence customers. Serving federal agencies and the Intelligence Community for more than 50 years, the Intelligence group helps our clients meet their mission needs by providing trusted advisors, leading-edge technologies, and innovative solutions.


Responsibilities

Involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures. Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of big data. Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques and utilizing high-performance computing environments. Has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations for business and analytic decisions. Experience with Cloud-based data analysis tools. Experience with machine learning, algorithm analysis, and data clustering.",3.6,Perspecta,"McLean, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
"ASSISTANT / ASSOCIATE SCIENTIST , VACCINE SCIENCES - 1ST / 2ND/ 3RD SHIFT",$76K - $127K (Glassdoor est.),"JOB DESCRIPTION
PPD’s mission is to improve health. It starts as an idea to find a cure. It becomes a life saved. All in-between, it’s you! We know that meaningful results not only require the right approach, but also the right people. We invite you to re-imagine health promoting protocols with us, working alongside our talented, bright and energetic teams.
Envision a workplace where you have a direct impact on improving health, work alongside expert scientists, use newest technologies and collaborate with industry thought leaders and therapeutic experts. Welcome to PPD® Laboratories, where science is our passion, quality is our commitment and people are the cornerstone of our success.",4.0,PPD,"Richmond, VA",10000+ Employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
LEAD DATA SCIENTIST,$76K - $127K (Glassdoor est.),"Overview:

Job Description
Type of Opportunity: Full Time
FTE: 1.000000
Exempt: Yes
Work Schedule: Weekday Schedule Monday-Friday
Summary:
Identify new opportunities for innovative analytics (i.e., descriptive, prescriptive and predictive) based on market developments & business demands as well as manage analytical projects in concert with other Directors within the Analytics Organization (AO). Collaborate across the organization to perform exploration and experimentation to build prototypes and develop analytical solutions best practices Guide the development of new analytical models to support real time and data driven business decision making. Responsible for mentoring and supporting fellow junior scientist as well as assisting senior leadership in evaluation, development and implementation of cutting edge reporting/research/analytics generating actionable insights to meet organizations needs
Responsibilities:




















Qualifications:










Benefits:",3.7,Presbyterian Healthcare Services,"Albuquerque, NM",10000+ Employees,1908,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Data Scientist,$61K - $108K (Glassdoor est.),"JOB SUMMARY
The Credit Services Risk Management team is a large and complex critical function for company success. We are staffed with highly-skilled and motivated individuals with a large emphasis on analytical abilities & problem solving skills. The Associate Data Scientist will build predictive models used for underwriting and/or collections functions. This person will research and recommend new data sources to improve models and design tests to measure the effectiveness for various strategies implemented.

MAJOR DUTIES AND RESPONSIBILITIES
Responsible for the entire end-to-end data science process from ETL to building models, to deploying the model into the workflows to measuring the financial impact.




B.S. in quantitative sciences, including statistics, engineering, computer science, Business with focus on analytics. M.S. in Statistics or Data Science will be highly preferred



Office Environment

For more information on Spectrum’s benefits, please click here.",3.2,Spectrum,"Stamford, CT",10000+ Employees,2016,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
Data Scientist III,$61K - $108K (Glassdoor est.),"Battelle delivers when others can’t. We conduct research and development, manage laboratories, design and manufacture products and deliver critical services for our clients—whether they are a multi-national corporation, a small start-up or a government agency.

We recognize and appreciate the value and contributions of individuals with diverse backgrounds and experiences and welcome all qualified individuals to apply.
JOB SUMMARY
Battelle’s Trust and Assurance Cyber Analytics Department is seeking Data Scientist to work in our Columbus, Ohio location.",3.7,Battelle,"Columbus, OH",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
Director of Data Analytics,$61K - $108K (Glassdoor est.),"WHO WE ARE:
Freedom Financial Network is a family of companies that takes a people-first approach to financial services, using technology to empower consumers to overcome debt and create a brighter financial future. The company was founded in 2002 by Brad Stroh and Andrew Housser on the belief that by staying committed to helping people, you can ensure better financial outcomes for both the customer and the business. This Heart + $ philosophy still guides the vision of our growing company, which has helped millions of people find solutions for their financial needs.
What began with 2 people in a spare bedroom has now rapidly expanded to a vibrant business that employs over 2,200 employees (known internally as The Freedom Family) in two locations: San Mateo, CA and Tempe, AZ. When you visit either of our offices, you’ll understand why our employees have voted us the Best Place to Work for the last several years. It’s a place where the Heart + $ philosophy continues to thrive, where we believe that success is only achieved by doing what’s right for our customers, our employees, and our communities.",3.5,Freedom Financial Network,"Tempe, AZ",1001 to 5000 Employees,2002,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD)
Data Scientist,$61K - $108K (Glassdoor est.),"Financial Data Scientist
We are looking for a strategic, experienced Financial Data Scientist to deliver financial analytics support services to deliver ongoing financial analytics needs. You will participate in the development of crucial data analytics collections and the development of high-level financial reporting capabilities. This role is perfect for someone who has an ownership mentality, is passionate about learning, researching, and finding the solutions that support a world-class culture and organization. You will leverage your experience and passion to drive results and exceed customer expectations.
Responsibilities:
Employ scientific methods, processes, algorithms, and systems to extract knowledge and insights from both structured and unstructured data from multiple disconnected sources.",-1,Prominent Global Solutions,"Fort Meade, MD",-1,-1,-1,-1,-1,-1
Data Scientist,$61K - $108K (Glassdoor est.),"Business Group Highlights


Intelligence
The Intelligence group provides high-end systems engineering and integration products and services, data analytics and software development to national and military intelligence customers. Serving federal agencies and the Intelligence Community for more than 50 years, the Intelligence group helps our clients meet their mission needs by providing trusted advisors, leading-edge technologies, and innovative solutions.


Responsibilities

Involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures. Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of big data. Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques and utilizing high-performance computing environments. Has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations for business and analytic decisions. Experience with Cloud-based data analysis tools. Experience with machine learning, algorithm analysis, and data clustering.",3.6,Perspecta,"McLean, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
