Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Sr Scientist, Molecular Engineering",$97K - $156K (Glassdoor est.),"NexImmune is a clinical-stage biotechnology company developing a novel approach to immunotherapy designed to employ the body’s own T cells to generate a specific, potent, and durable immune response that mimics natural biology. We are seeking highly skilled and motivated individuals to join an entrepreneurial team of experienced professionals dedicated to science, patients and addressing diseases with significant unmet need. We are a company with an uncompromising commitment to shared values, a strong work ethic, and respect for individuals. We set clear expectations, empower people to succeed, and reward results. Our executive team, Board of Directors, and investors include several successful industry veterans committed to building an exceptional company capable of transforming the field of immunotherapy.
The backbone of NexImmune’s approach is its proprietary Artificial Immune Modulation (AIMTM) nanoparticle technology platform. The AIM technology enables NexImmune to construct nanoparticles that function as synthetic dendritic cells capable of directing a specific T cell-mediated immune response. By mimicking natural T cell biology, NexImmune’s T cell product candidates are designed to combine the attributes of cellular precision, potency, and persistence with reduced potential for undesired toxicities.",-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
Data Scientist,$97K - $156K (Glassdoor est.),"Company: Herdt Consulting, Inc.
An excellent opportunity with a highly successful, Veteran-Owned Small Business (VOSB). Every day, our clients trust Herdt to help navigate their most complex business and organizational challenges. We partner with our clients at all levels to ensure all business objectives are fully realized. Herdt provides project management, process and leadership support as well as specialized technical support to the U.S. Department of Defense (DoD) and other Federal agencies. Herdt employees are accomplished individuals who have served as hands-on leaders in the U.S. military and private industry - We hire the best. Our employees lead some of the most complex enterprise business systems and business processes through implementation and sustainment. We are valued for our technical knowledge, business process expertise and industry best-practice solutions.",3.9,Herdt Consulting Inc,"Norfolk, VA",51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Scientist / Biologist - GMP QC,$97K - $156K (Glassdoor est.),"The Quality Control Analyst will play an integral role in the GMP Facility supporting the growing operations and customer base by performing bioassays. This position will deliver exceptional quality, with high attention to detail in day to day operations to ensure that client expectations are consistently met.
Responsibilities:
Execute multiple client bioassays concurrently involving mammalian cell culture, AAV transductions, qPCR, and cell banking in a GMP environment
Demonstrate scientific technical expertise in the execution of laboratory procedures
Accurately perform lab procedures according to and in compliance with GMP, CFR guidelines, and internal SOPs",3.4,Absorption Systems,"Exton, PA",51 to 200 Employees,1996,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Senior Analytical Scientist,$97K - $156K (Glassdoor est.),"Position Overview:
Catalent hires people with a passion to make a difference to the health of millions of people globally. Your expertise, coupled with Catalent’s advanced technologies and collaboration with thousands of innovative pharmaceutical, biotech and healthcare companies, will help bring life-enhancing products to the people you know and love. Your talents , ideas and passion are essential to our mission; to develop, manufacture and supply products that help people live better, healthier lives. Interested in learning more about life at Catalent? Start here
Senior Analytical Scientist
The Senior Analytical Scientist reports to the Associate Director",3.5,Catalent Pharma Solutions,"Winchester, KY",10000+ Employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Science Specialist,$97K - $156K (Glassdoor est.),"Eaton Corporation is currently seeking a Data Science Specialist to join our team. This position can be based at our Moon Township PA, Menomonee Falls WI, Southfield MI, Cleveland OH or Raleigh NC facility. Relocation assistance will be provided if needed.

The Data Science Specialist will be directly involved in the application of statistics, machine learning, and analytic approaches to answer challenging business questions. This work will help businesses across the enterprise solve critical business problems, uncover new business opportunities, and turn their large volumes of data into valuable, actionable insights.

Making what matters work at Eaton takes the passion of every employee around the world. We create an environment where creativity, invention and discovery become reality, each and every day. It’s where bold, bright professionals like you can reach your full potential—and where you can help us reach ours.",3.9,Eaton,"Southfield, MI",10000+ Employees,1911,Unknown,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
Sales Data Analyst,$97K - $156K (Glassdoor est.),"Sales Data Analyst
We are looking for a Sales Data Analyst, who will be responsible for maintaining sales & marketing data, compiling & analyzing this data to identify trends and provide valuable feedback. The sales data analyst is also responsible for facilitating and guiding the forecast process and supporting MPP’s sales & marketing efforts.
Duties and Responsibilities:
Compile and analyze data over time to forecast sales trends.
Prepare and update custom sales and forecasting reports, using external and internal sources.
Review past sales data to determine trends in productivity.",2.8,MPP,"Noblesville, IN",51 to 200 Employees,-1,Company - Private,Insurance Carriers,Insurance,Less than $1 million (USD)
NGS Scientist,$97K - $156K (Glassdoor est.),"NGS Scientist
MedGenome, Inc. is looking for an outstanding scientist. The scientist must have a passion for innovating new applications that use Next Generation Sequencing technologies. The scientist must be able to learn quickly, creatively solve problems, and communicate effectively. The ideal candidate will have a PhD or equivalent depth of knowledge and experience in molecular biology or genetics, especially as applied to NGS applications in Immunology and cancer.
Key Responsibilities:
Work with early access customers to test new products and applications; develop and run internal product validation efforts",3.4,MedGenome,"Foster City, CA",51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Certifying Scientist LC MS MS SPECIALIST FT,$97K - $156K (Glassdoor est.),"Certifying Scientist or Mass Spec Technician or Specialist
LC MS/MS Urine Toxicology - FT Day shift
· This role will be responsible for performing analytical drug testing in urine toxicology, data review and analysis in a small reference laboratory. The laboratory staff will operate LC/MS-MS equipment to perform urine toxicology confirmation (quantitative analysis) to determine the amount of therapeutic or illicit drugs in a patient specimen. The selected candidate will be conducting a review of all confirmation results to ensure the accuracy and integrity of the drug testing process, and subsequently releasing these test reports to physicians or other healthcare professionals.
· The ideal candidate will have experience operating both urine drug screening and LC/MS/MS confirmation instruments as well as LIS systems.",-1,Physicians Laboratory,"Baltimore, MD",-1,-1,-1,-1,-1,-1
Data Scientist,$97K - $156K (Glassdoor est.),"Data Scientist – Direct Hire – Buffalo, NY

Top rated Buffalo employer is seeking a Senior Data Scientist to lead the Predictive Analytics effort at a progressive company. Report directly into Senior Leadership and be part of the Strategic Management team. This is not an IT role, rather a Strategic-Level data role. We seek a data analytics expert to advance the process of predicting outcomes and behaviors of key stakeholders including customers. Provide insight to leaders in order to adapt the strategic planning process, sales, marketing and customer support efforts of the entity.

The successful individual will already have been through a successful corporate initiative achieving enterprise level, data aggregation from multiple sources, defining and cleansing complex data, importing and massaging data using statistical and reporting tools including MS Excel, R, SAS, Tableau etc. Must have experience successfully providing predictive outcomes and analysis beyond advanced reporting.

This is a leadership and business role, as much as it is a data role. This position provides guidance and support to Junior Data Scientists on the team. Leadership acumen and business communication skills are big parts of this job. If you are looking for a behind-the-scenes ‘data only’ position, this is not it. Instead, this company seeks an individual who will become the liaison to the senior leadership team, and who will interface directly with business users who own the data in order to help them make better decisions.

Challenge, growth, leadership advancement and a great company wait you! Apply today.


Data Scientist

Data Architect

Data Analytics

Predictive Analytics

Statistical Analyst

Data Analyst

IND123",4.1,Systems Personnel,"Orchard Park, NY",1 to 50 Employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Experienced Data Engineer,$97K - $156K (Glassdoor est.),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That’s why we provide an environment focused on openness, inclusion, trust and respect. Here, you’ll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession. We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more, please visit https://www.libertymutualgroup.com/about-lm/careers/benefits
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG’s Insider Pro and Computerworld’s 2020 list. We have been named by Forbes as one of America’s Best Employers for Women and one of America’s Best Employers for New Graduates—as well as one of America’s Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

17",3.8,Liberty Mutual Insurance,"Dover, NH",10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Engineer-Active Clearance,$97K - $156K (Glassdoor est.),"Under little or no supervision, responsible for the development of analytical solutions and databases. Develops specifications for the most efficient database solutions. Supports the evaluation and selection of solutions that meets customer requirements. Good working knowledge and hands-on experience with key software platform architectures, web servers, application servers, and relational databases. Performs work involved in one or more of the phases of developing software used in products or services provided to the customer. Designs and implements enterprise infrastructure and platforms required for cloud computing. Analyzes system requirements and ensures that systems will be securely integrated with current applications. Has a deep understanding of system development in cloud environments, including Software as Service (SaaS), Platform as Service (PaaS), or Infrastructure as a Service (IaaS). Designs and builds relational databases for data storage or processing. Develops strategies for warehouse implementation, data acquisition, and archive recovery. May evaluate new data sources for adherence to the organization's quality standards and ease of integration. Provide consultation on complex projects and is considered to be a top-level contributor/specialist. Key member of a data science project team supporting analytic development.",-1,The Brite Group,"Washington, DC",1 to 50 Employees,-1,Contract,-1,-1,Less than $1 million (USD)
ASSOCIATE SCIENTIST,$97K - $156K (Glassdoor est.),"Job Summary
The incumbent is responsible for routine testing of raw material, in-process, finished product and stability samples in the Quality Control Chemistry laboratory.
Reports to QC Chemistry Supervisor
Duties are of routine nature and are followed according to established standard operating procedures. Problem recognition ability is needed. Non-critical functions utilize independent action and decision making with follow-up reporting to supervision.
Supervisor directly responsible for training, assignment of duties and review/approval of work. Direction, training and some day-to-day supervision may also come from a Scientist or Lead Scientist.",3.6,Fresenius Kabi,"Grand Island, NY",10000+ Employees,-1,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$5 to $10 billion (USD)
LEAD SCIENTIST,$97K - $156K (Glassdoor est.),"Job Summary
The Lead Scientist supports a departmental group of personnel ranging from QC Technicians to Scientists. Direct supervision of typically 2-3 analysts is part of the learning aspect of this position. This is assigned by QC Manager, when appropriate, and under manager’s guidance. This position is also designed to be a QT (Qualified trainer) to perform training to the department and is designed to have back-up supervisory responsibilities when the regular supervisor is on vacation or absent. Reports to QC Chemistry Manager

Duties are of routine nature following established standard operating procedures. Problem recognition ability is needed. Non-critical functions, and to a lesser degree some critical functions, utilize independent action and decision making with follow-up reporting to management.",3.6,Fresenius Kabi,"Wilson, NC",10000+ Employees,-1,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$5 to $10 billion (USD)
Life Data Analyst,$97K - $156K (Glassdoor est.),"A company built to serve you. It's your career, Shelter it!
The Data Analyst produces recurring and ad hoc reports using a variety of querying tools. Works closely with business partners and Information Services to identify appropriate data sources, providing ad-hoc reports and operations analysis of large data sets for making business decisions. Learns and implements new tools including data analytic and visualization software products. Serves as a liaison between business partners and Information Services as needed with regard to project management, reporting inquiries, and piloting new systems. Ability to perform the essential functions of the position with or without a reasonable accommodation.

Minimum starting salary: $43,735.00 - $63,677.00
If interested, please apply by:
04/10/2021",4.4,Shelter Insurance,"Columbia, MO",1001 to 5000 Employees,1946,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD)
Data Analyst,$97K - $156K (Glassdoor est.),"Michael Baker International is a leading provider of engineering, development, intelligence and technology solutions with global reach and mobility. The firm offers a comprehensive range of innovative services and solutions in support of federal, state, and municipal governments, foreign allied governments, and a wide range of private development and commercial clients. Michael Baker International’s focus is on the safety and security of people across the world through planning and engineering improvements to infrastructure and the environment, and through protection of our quality of life and freedom in support of national and international security. With more than $1 billion in annual revenue, Michael Baker International has more than 5,000 employees in over 80 offices located across the U.S. and internationally, and is ranked as the 26th largest design firm in the U.S. by Engineering News Record (ENR). Michael Baker International’s Mission is to make a difference by providing innovative solutions to sustain the future and further the safety, security and quality of life for people across the globe by providing the highest level of expertise, unmatched quality and effective project teams for a diverse range of projects and clients. Michael Baker International offers excellent benefit packages that includes: Medical, Dental, Vision, Disability Insurance, Life Insurance, Flexible Spending Accounts, Additional Paid Time Off, Flex-Time, 401-K Retirement Plan, Tuition Reimbursement and Employee Credit Union. To learn more, please visit us on the web at www.mbakerintl.com . Michael Baker International is an EEO/Affirmative Action Employer - M/F/Disability/Veteran/e-Verify Employer

WHO WE ARE

Michael Baker International is a leading provider of architectural, engineering and consulting services , including design, planning, environmental, construction and program management. The company provides its comprehensive range of services and solutions to support U.S. federal, state, and municipal governments, foreign allied governments, and a wide range of commercial clients. Michael Baker’s more than 3,000 employees across nearly 100 locations are committed to a culture of innovation, collaboration and technological advancement to help solve challenges for clients and communities throughout the country. To learn more, visit https://mbakerintl.com/ .

COST MANAGEMENT PRACTICE

Michael Baker International’s Cost Management group provides cost engineering and cost management services to clients in the federal, state and private sector markets. Our certified and credentialed cost engineers and cost estimators routinely support the planning, design and construction of domestic and international construction and environmental projects for the Department of State, Department of Defense, civilian federal agencies, and state/local municipalities. Our team is highly proficient with current, customer-preferred software, including MII®, PACES®, P6®, Sage Estimating®, and SUCCESS®.

DESCRIPTION

As an integral part of our Project Controls team, the Business Intelligence Analysis position is part of our cost engineering and cost estimating team working at client sites and/or in the Michael Baker Winchester office. The ideal candidate will have experience in providing dashboards, reports, datasets, data management, and trouble shooting.

You will use data and analytics to influence businesses and services. You will support the team with customer centric insights across a multitude of business needs. You will have room for innovation and will be an important voice in our decision-making process.

Knowledge of Project Controls is not a must, but very helpful. In this role you will work with others on the Project team to support technical deliverables for our clients. The position is based in Winchester, VA. Other skills a successful candidate will possess include:

Maintain data source integrity.

Analyze data to uncover trends and correlations to develop insights that can influence project performance.

Conceptualize and develop automation opportunities for data collection and develop self-service data outputs through data visualization tools.

Continuously learn new systems, tools, and industry best practices to help design new studies and build benchmarking products.

5-Years of technical experience with business intelligence analysis and data management.

Analytical and quantitative skills; ability to use hard data and metrics to back up assumptions, recommendations, and drive actions.

Experience with customer behavior analysis and/or customer segmentation

Ability to coordinate cross functional teams and communicate effectively with both technical and non-technical teams.

Experience as a team member.

Experience with value engineering studies and risk management.

Experience in monthly report generation.

PROFESSIONAL REQUIREMENTS

A Bachelor’s degree in Computer Science, Engineering, or related field is ideal but not required. Lack of degree can be offset by experience.

A minimum of 5 years’ experience in the technical industry supporting A/E, construction, or project management industry.

MS Power BI, MS Office with strong Excel ability, knowledge of report writing tools.

Additional computer languages are a plus; DAK, R script, Python, VBA, SQL, and/or HTML5.

Desire to gain experience in Risk Management, Cost Control/Project Controls and Earned Value Management.

Must relocate or commute to Winchester, Virginia.

MICHAEL BAKER INTERNATIONAL EEO STATEMENT

Michael Baker International is proud to be an Affirmative Action/Equal Opportunity Employer. Michael Baker International provides equal employment opportunity for all persons, in all facets of employment. Michael Baker International maintains a drug-free workplace and performs pre-employment substance abuse testing and background checks. We encourage all qualified applicants to apply for any open position for which they feel they are qualified and all will receive consideration for employment without regard to race, color, religion, age, gender, sexual orientation, gender identity, national origin, citizenship status, marital status, genetic information, disability, protected veteran status or any other legally protected status.

EEO is the Law. Applicants to and employees of Michael Baker International are protected under Federal law from discrimination.",3.8,Michael Baker International,"Winchester, VA",1001 to 5000 Employees,1940,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD)
Lead Data Scientist,$97K - $156K (Glassdoor est.),"Guild is hiring for a Lead Data Scientist to develop, deploy, and measure algorithms and tools that enable Guild's product, technology, marketing, and business operations to efficiently and effectively support students at scale.You'll sit at the intersection of data, product, business operations, and internal strategy, and work across the company to serve as a thought partner and data expert to help drive data driven decisions, build algorithms and tools.

As a Lead Data Scientist, you will:
Lead complex data/analytics projects to help Student Operations, Marketing, and Product teams make the best data informed decisions by deeply understanding trends, advising on best practices for collecting data, and building statistical models.
Apply advanced analytical techniques (e.g., NLP, segmentation, or other predictive methods) using structured and unstructured data to identify trends and run descriptive, predictive, and prescriptive analyses aimed at making strategic recommendations.
In addition to working on the Decision and Data Science team, in this role you will collaborate with other Guild leaders including: Mae Podesta, Josh Hadden-Leggett, and Carrie Kaufman.



Guild is increasing economic mobility for working adults by partnering with the largest employers in the country to offer education as a benefit to their employees via our marketplace of nonprofit universities and education institutions. Guild's proprietary technology platform facilitates the administration of this innovative benefit and our team of coaches helps each employee navigate the path back to school, providing individualized support from day one through program completion.

We are one of the few female-led companies to hit a $1 billion valuation and the only Certified B Corporation with those qualifications. Our Series D financing round was led by Ken Chenault, General Catalyst Partners chairman and former CEO of AMEX, and joined by Emerson Collective, LeadEdge Capital, and Iconiq.",3.7,Guild Education,"Denver, CO",501 to 1000 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Scientist - Assay Development,$97K - $156K (Glassdoor est.),"LamdaGen develops and commercializes innovative disease detection technologies wherever and whenever they are needed. We do this by focusing on providing point of care diagnostics that are fast, sensitive, easy to use and available for patients globally.
Our company provide an environment that encourages innovation to advance our breakthrough immuno-based Plasmonic Amplification Technology (PAT) for high sensitivity and quantitative rapid POC testing.
Responsibilities include:
Performing hands-on assay development
Developing protocols for immuno-based assays, including surface preparation, immobilization of ligands, affinity and kinetic analysis, and biomarker characterization",-1,LamdaGen Corporation,"Menlo Park, CA",-1,-1,-1,-1,-1,-1
AI/ML Data Engineer,$97K - $156K (Glassdoor est.),"MORSE is an innovative, employee-owned, tech company located in Kendall Square in Cambridge, MA specializing in solving multi-disciplinary problems faced by the US National Security Ecosystem. Our specially selected team of engineers, software developers and scientists develop algorithms, software integrated prototypes and solutions for Artificial Intelligence, Machine Learning, Manned and Unmanned Aerial Vehicles, Mission Planning, and Situational Awareness.
As a Data Engineer at MORSE, you will work with our multidisciplinary team of scientists, engineers, and software developers on a variety of programs related to machine learning and artificial intelligence. You will be expected to rapidly define, develop, implement, and exercise ETL pipelines for complex systems that use data to help produce actionable insights in operational systems.",4.8,MORSE Corp,"Cambridge, MA",1 to 50 Employees,2014,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist,$97K - $156K (Glassdoor est.),"HE TEAM YOU WILL BE JOINING:
One of the largest providers of high-quality, single-family residences in the United States
A team of hard-working individuals who take pride in providing the highest quality of safety, security, and stability
A dynamic, highly progressive, and goal-oriented company with expectations of tripling in size over the next few years
Highly acquisitive in the real estate industry held by private equity
WHAT THEY OFFER YOU:
In addition to outstanding training, they host town hall meetings to encourage growth, knowledge sharing across the organization",2.5,AccruePartners,"Charlotte, NC",51 to 200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Lead Data Analyst,$97K - $156K (Glassdoor est.),"PHEAA is a nonprofit student aid organization that holds a mission of providing affordable access to higher education.

Give back tomorrow by joining us today!

The Lead Data Analyst is responsible for the support, administration, and development of data across the enterprise. This position is responsible for ensuring data quality and maintaining standards to ensure consistency. Additionally, this role works closely with leaders across the organization to improve the quality of data.









Required Skills

Required Experience",3.1,Pennsylvania Higher Education Assistance Agency,"Harrisburg, PA",1001 to 5000 Employees,1963,Nonprofit Organization,Lending,Finance,$500 million to $1 billion (USD)
Data Scientist,$97K - $156K (Glassdoor est.),"Start a Rewarding Career with Alliant


What will your day look like?

The Data Scientist is responsible to lead the development, validation, documentation, and implementation of statistical and advanced machine learning models that are used for decisioning and product management throughout member lifecycle, including segmentation, optimization, and prescriptive analytics; work effectively with internal clients to understand the business needs, propose appropriate quantitative solutions, and develop data-driven recommendations to improve member experience and achieve business objectives; provide statistical and analytical inputs for the development and implementation of policies and business plans related to loan origination, portfolio management, loss forecasting and portfolio monitoring; proactively collaborate with cross-functional partners including Business Intelligence, Model Risk Management, and Information Technology (Database Engineers, Application Development and Information Security); and deliver effective presentations of analysis results and recommendations to multiple levels of leadership and business partners. The incumbent is a key contributor to the success of the Risk Analytics team.







You’ll be a great fit if in addition to an advanced degree (M.S./PhD) in Mathematics, Statistics, Quantitative Finance, Engineering, Computer Science, or other quantitative field required, and you have:




As a thank you for joining our team, you’ll benefit from:


We’re on the list of 100 Best Medium Companies to work for, check it out here. For more details you can also visit our Glassdoor and profiles.",3.5,Alliant Credit Union,"Rolling Meadows, IL",501 to 1000 Employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD)
Data Engineer Intern,$97K - $156K (Glassdoor est.),"Great compensation package, including a full suite of benefits.
The chance to work for a fast-growing, established tech company, and work side-by-side with a dynamic team of talented professionals.
Fast-paced environment with big goals and the opportunity to make a big impact.
Top five reasons to come to PlanSource:
#5: Join the Vista Family. In March 2019, Vista Equity Partners acquired PlanSource, marking a new phase of growth. Vista’s portfolio of technology and software companies collectively make up the 4th largest software ecosystem in the world with “intraportfolio” career advancement opportunities and have structures in place to leverage shared learnings from across the ecosystem.",4.2,PlanSource,"Orlando, FL",501 to 1000 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$97K - $156K (Glassdoor est.),"Tradeweb is looking to add a Data Scientist to its Data & Analytics team. Our Data Science team is responsible for managing the development and optimization of advanced analytics on a global scale across the company.
In this role, you will enjoy working with one of the richest financial data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The ideal candidate will have experience doing advanced data analysis, will have worked with large data stores, and will have experience building machine learning models. Candidates should be curious, focused on results, a self-starter, and have demonstrated success in using analytics to drive value in an organization.
Design, build, test and deliver new data science services and advanced analytics to Tradeweb globally",4.6,Tradeweb Markets LLC,"Jersey City, NJ",501 to 1000 Employees,1997,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable
Supply Chain Data Analyst (South of Milwaukee),$97K - $156K (Glassdoor est.),"Supply Chain Data Analyst
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Driven by Speed, Passion and Operational Excellence, Uline’s Distribution Operations team supports our fulfillment operations across North America to be the leading distributor of shipping, packaging and industrial supplies!

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment hair follicle drug screening.",3.6,Uline,"Milwaukee, WI",5001 to 10000 Employees,1980,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
Senior Data Scientist,$97K - $156K (Glassdoor est.),"Here at ShipStation, part of Auctane, we're passionate about helping online businesses become more productive. We save thousands of merchants hours every day by automating the fulfillment side of their business. We partner with top eCommerce and shipping companies to make a previously complicated and labor-intensive process simple and enjoyable.

As a Senior Data Scientist, you will solve challenging logistics and optimization problems to make our customers more successful. You will analyze large amounts of data from a variety of sources, discover and solve real world problems, and develop metrics and business cases that will enable us to continually delight ShipStation customers. The ideal candidate will be a self-starter, highly analytical, and intensely detailed with a strong customer focus.

Responsibilities:
:


If you are based in California, we encourage you to read this important information about the for California residents linked here.

#LI-JF1",3.7,Stamps.com,"Austin, TX",1001 to 5000 Employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Scientist-Junior,$97K - $156K (Glassdoor est.),"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

This position is for a large contract for the Army, providing leadership and support existing systems, processes, and policies as well as working to implement new technologies and processes in support of the client’s mission to provide Intelligence training and technologies to military personnel.",3.6,Perspecta,"Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Sr. Manager Advanced Analytics (Data Scientist),$129K - $210K (Glassdoor est.),"Summary
The Sr. Manager - Advanced Analytics provides support to one of the world's largest and fastest growing retailers by developing and implementing advanced cutting-edge Analytics and machine learning solutions. This role also provides support to executive management and operational departments by developing complex data products that are integrated into business processes and generate added business value. The role will include working within a team of Data Scientists and partnering with internal stakeholders across the business locally and internationally. The individual optimizes business processes through modern machine learning techniques and supervises integrating the developed models into productive software.",3.6,Lidl US,"Arlington, VA",10000+ Employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
Data Scientist,$129K - $210K (Glassdoor est.),"Does working for a fast paced, growing company that is making a difference in our environment excite you? Do you have a passion for making our environment better for this generation and the ones that follow? Let's make a difference together. Join our team!

SUMMARY
Nexamp is seeking an experienced data scientist to work with diverse data sets including weather, equipment performance, solar energy generation, ISO grid pricing, and utility costs. You will develop and refine models in Python in conjunction with area subject matter experts from across the company (in some cases based on Excel prior art). Candidates should be comfortable both conceptualizing and implementing solutions. It's expected that you are familiar and comfortable with associated standard software tasks including testing, repository use, deployment to users and compute resources.",4.5,Nexamp,"Boston, MA",51 to 200 Employees,2007,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD)
Data Scientist Technical Specialist,$129K - $210K (Glassdoor est.),"Technology is constantly changing and our adversaries are digitally exceeding law enforcement’s ability to keep pace. Those charged with protecting the United States are not always able to access the evidence needed to prosecute crime and prevent terrorism. The Government has trusted in Peraton to provide the technical ability, tools, and resources to bring criminals to justice. In response to this challenge, these employees provide proven, industry leading cloud development experience for our enforcement customer. At Peraton you will help protect our national security by working with our countries law enforcement customer to solve their big data challenges. Peraton is looking for a talented Data Scientist, to analyzing production data which will lead to the program choosing right-fit technology solutions.
What you’ll do…
Work closely with entity resolution subject matter experts, program engineers and stakeholders to integrate complex data sources into operation and develop new analytics and algorithms",4.0,Peraton,"Chantilly, VA",5001 to 10000 Employees,2017,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
Senior Solutions Engineer (Data Scientist / ML Engineer) - West Coast,$129K - $210K (Glassdoor est.),"COMPANY OVERVIEW:
H2O.ai is the open source leader in AI with a mission to democratize AI for everyone. H2O.ai is transforming the use of AI with its visionary machine learning platform. More than 18,000 companies use open-source H2O for mission-critical use cases. H2O Driverless AI uses ""AI to do AI"" in order to provide an easier, faster and more cost-effective means of implementing data science. For more information and to learn more about how H2O.ai is driving an AI Transformation, visit www.h2o.ai.

ABOUT THE ROLE:
Machine learning is a rapidly growing field and h2o.ai is leading the charge. If you are passionate about applying cutting-edge AI ML algorithms to solve real-world challenges and explain complex machine-learning concepts in simple business terms, then we want to hear from you!",3.8,h2o.ai,"Mountain View, CA",201 to 500 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Health Care Data Scientist,$129K - $210K (Glassdoor est.),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.
Responsibilities:
$99,300.00 - $147,700.00",4.2,"Vizient, Inc.","Chicago, IL",1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
Data Engineer,$129K - $210K (Glassdoor est.),"We’re looking for problem solvers, innovators, and dreamers who are searching for anything but business as usual. Like us, you’re a high performer who’s an expert at your craft, constantly challenging the status quo. You value inclusivity and want to join a culture that empowers you to show up as your authentic self. You know that success hinges on commitment, that our differences make us stronger, and that the finish line is always sweeter when the whole team crosses together.
As a Data Engineer on the Alteryx Data Science team, you will be part of an innovative and groundbreaking team, being primarily responsible for engineering a world class enterprise data management platform and driving continuous improvement for a world class analytics company. You will work closely with data architects, other data engineers, data scientists, and line of business associates to build out new system features/functionality and help bring thoughtfully curated data system and products that the Alteryx organization can trust. Success in this role is critical to our commitment of becoming a world-class Data Science team and fostering Alteryx’s Data Science journey!",3.6,"Alteryx, Inc.","Ann Arbor, MI",1001 to 5000 Employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
